passenger_name;city;total_amount
ALEKSANDR FEDOTOV;Palm Springs;6017.44
ALEKSANDR FEDOTOV;Rochester;720.72
ALEKSANDR FEDOTOV;San Bernardino;439.92
ALEKSANDR FEDOTOV;San Bernardino;924.56
ALEKSANDR FEDOTOV;Santa Monica;2014.48
ALEKSANDR FEDOTOV;Venice;273.52
ALEKSANDR FILIPPOV;Alamogordo;687.44
ALEKSANDR FILIPPOV;Alamogordo;931.84
ALEKSANDR FILIPPOV;Atlanta;326.56
ALEKSANDR FILIPPOV;Birmingham;2840.24
ALEKSANDR FILIPPOV;Chicago;1158.56
ALEKSANDR FILIPPOV;Fargo;1368.64
ALEKSANDR FILIPPOV;Galveston;1348.88
ALEKSANDR FILIPPOV;Galveston;2762.24
ALEKSANDR FILIPPOV;Idaho Falls;300.56
ALEKSANDR FILIPPOV;Indianapolis;222.56
ALEKSANDR FILIPPOV;Los Angeles;828.88
ALEKSANDR FILIPPOV;Los Angeles;3316.56
ALEKSANDR FILIPPOV;Newport;1348.88
ALEKSANDR FILIPPOV;Newport;2762.24
ALEKSANDR FILIPPOV;Newport;2910.96
ALEKSANDR FILIPPOV;Orlando;1525.68
ALEKSANDR FILIPPOV;Orlando;4385.68
ALEKSANDR FILIPPOV;Palm Springs;2011.36
ALEKSANDR FILIPPOV;Richmond;243.36
ALEKSANDR FILIPPOV;Rochester;1407.12
ALEKSANDR FILIPPOV;San Bernardino;879.84
ALEKSANDR FILIPPOV;San Bernardino;1341.60
ALEKSANDR FILIPPOV;Tampa;755.04
ALEKSANDR FOMIN;Alamogordo;689.52
ALEKSANDR FOMIN;Alamogordo;1375.92
ALEKSANDR FOMIN;Chicago;385.84
ALEKSANDR FOMIN;Cincinnati;457.60
ALEKSANDR FOMIN;Columbus;3085.68
ALEKSANDR FOMIN;Daytona Beach;882.96
ALEKSANDR FOMIN;Fargo;1368.64
ALEKSANDR FOMIN;Idaho Falls;600.08
ALEKSANDR FOMIN;Indianapolis;446.16
ALEKSANDR FOMIN;Las Vegas;388.96
ALEKSANDR FOMIN;Los Angeles;828.88
ALEKSANDR FOMIN;Los Angeles;870.48
ALEKSANDR FOMIN;Los Angeles;1604.72
ALEKSANDR FOMIN;Los Angeles;1657.76
ALEKSANDR FOMIN;Los Angeles;2237.04
ALEKSANDR FOMIN;Louisville;1088.88
ALEKSANDR FOMIN;Miami;967.20
ALEKSANDR FOMIN;Miami;1702.48
ALEKSANDR FOMIN;Miami;2099.76
ALEKSANDR FOMIN;Millville;1958.32
ALEKSANDR FOMIN;Millville;2454.40
ALEKSANDR FOMIN;Mojave;9894.56
ALEKSANDR FOMIN;New York;208.00
ALEKSANDR FOMIN;New York;228.80
ALEKSANDR FOMIN;Palm Springs;2011.36
ALEKSANDR FOMIN;Richmond;729.04
ALEKSANDR FOMIN;Roswell;2003.04
ALEKSANDR FOMIN;San Bernardino;901.68
ALEKSANDR FOMIN;San Diego;121.68
ALEKSANDR FOMIN;Santa Monica;2014.48
ALEKSANDR FOMIN;Tucson;385.84
ALEKSANDR FOMIN;Venice;810.16
ALEKSANDR FROLOV;Albany;107.12
ALEKSANDR FROLOV;Albany;426.40
ALEKSANDR FROLOV;Atlanta;997.36
ALEKSANDR FROLOV;Atlantic City;499.20
ALEKSANDR FROLOV;Charleston;1004.64
ALEKSANDR FROLOV;Daytona Beach;506.48
ALEKSANDR FROLOV;Fargo;406.64
ALEKSANDR FROLOV;Fargo;523.12
ALEKSANDR FROLOV;Fargo;729.04
ALEKSANDR FROLOV;Fargo;1084.72
ALEKSANDR FROLOV;Galveston;1815.84
ALEKSANDR FROLOV;Idaho Falls;300.56
ALEKSANDR FROLOV;Little Rock;825.76
ALEKSANDR FROLOV;Los Angeles;828.88
ALEKSANDR FROLOV;Los Angeles;918.32
ALEKSANDR FROLOV;Los Angeles;2656.16
ALEKSANDR FROLOV;Los Angeles;2776.80
ALEKSANDR FROLOV;Miami;995.28
ALEKSANDR FROLOV;Miami;1133.60
ALEKSANDR FROLOV;Millville;1212.64
ALEKSANDR FROLOV;Mojave;3958.24
ALEKSANDR FROLOV;New York;208.00
ALEKSANDR FROLOV;Orlando;2093.52
ALEKSANDR FROLOV;Orlando;2195.44
ALEKSANDR FROLOV;Palm Springs;1827.28
ALEKSANDR FROLOV;Palm Springs;2011.36
ALEKSANDR FROLOV;Richmond;485.68
ALEKSANDR FROLOV;Richmond;487.76
ALEKSANDR FROLOV;San Bernardino;879.84
ALEKSANDR FROLOV;San Bernardino;3137.68
ALEKSANDR FROLOV;Santa Monica;1007.76
ALEKSANDR FROLOV;Santa Monica;6042.40
ALEKSANDR FROLOV;Santa Monica;6143.28
ALEKSANDR FROLOV;Tucumcari;2593.76
ALEKSANDR GAVRILOV;Alamogordo;1032.72
ALEKSANDR GAVRILOV;Alamogordo;1033.76
ALEKSANDR GAVRILOV;Albany;1067.04
ALEKSANDR GAVRILOV;Albany;4317.04
ALEKSANDR GAVRILOV;Alice;344.24
ALEKSANDR GAVRILOV;Atlanta;654.16
ALEKSANDR GAVRILOV;Chicago;2370.16
ALEKSANDR GAVRILOV;Fargo;198.64
ALEKSANDR GAVRILOV;Fargo;261.04
ALEKSANDR GAVRILOV;Fargo;1147.12
ALEKSANDR GAVRILOV;Fargo;1376.96
ALEKSANDR GAVRILOV;Grand Junction;466.96
ALEKSANDR GAVRILOV;Idaho Falls;300.56
ALEKSANDR GAVRILOV;Indianapolis;457.60
ALEKSANDR GAVRILOV;Los Angeles;828.88
ALEKSANDR GAVRILOV;Los Angeles;1243.84
ALEKSANDR GAVRILOV;Louisville;1188.72
ALEKSANDR GAVRILOV;Memphis;2044.64
ALEKSANDR GAVRILOV;Miami;2752.88
ALEKSANDR GAVRILOV;Millville;1185.60
ALEKSANDR GAVRILOV;Newport;1348.88
ALEKSANDR GAVRILOV;Palm Springs;3654.56
ALEKSANDR GAVRILOV;Palm Springs;4190.16
ALEKSANDR GAVRILOV;Palm Springs;6017.44
ALEKSANDR GAVRILOV;Rochester;1372.80
ALEKSANDR GAVRILOV;Roswell;2003.04
ALEKSANDR GAVRILOV;Stratford;859.04
ALEKSANDR GAVRILOV;Tampa;1105.52
ALEKSANDR GAVRILOV;Tucson;385.84
ALEKSANDR GERASIMOV;Alamogordo;1375.92
ALEKSANDR GERASIMOV;Albany;1314.56
ALEKSANDR GERASIMOV;Birmingham;5363.28
ALEKSANDR GERASIMOV;Charleston;3033.68
ALEKSANDR GERASIMOV;Chicago;385.84
ALEKSANDR GERASIMOV;Columbus;1050.40
ALEKSANDR GERASIMOV;Little Rock;412.88
ALEKSANDR GERASIMOV;Los Angeles;3316.56
ALEKSANDR GERASIMOV;Los Angeles;3605.68
ALEKSANDR GERASIMOV;Louisville;690.56
ALEKSANDR GERASIMOV;Louisville;1192.88
ALEKSANDR GERASIMOV;Memphis;510.64
ALEKSANDR GERASIMOV;Miami;2763.28
ALEKSANDR GERASIMOV;Miami;3066.96
ALEKSANDR GERASIMOV;Millville;537.68
ALEKSANDR GERASIMOV;Millville;1729.52
ALEKSANDR GERASIMOV;Nashville;1379.04
ALEKSANDR GERASIMOV;Newport;3940.56
ALEKSANDR GERASIMOV;Newport;6379.36
ALEKSANDR GERASIMOV;Orlando;1396.72
ALEKSANDR GERASIMOV;Palm Springs;2011.36
ALEKSANDR GERASIMOV;Palm Springs;3654.56
ALEKSANDR GERASIMOV;Roswell;4052.88
ALEKSANDR GERASIMOV;San Bernardino;3980.08
ALEKSANDR GORBUNOV;Alamogordo;687.44
ALEKSANDR GORBUNOV;Albany;4898.40
ALEKSANDR GORBUNOV;Albany;5071.04
ALEKSANDR GORBUNOV;Alice;1379.04
ALEKSANDR GORBUNOV;Atlanta;980.72
ALEKSANDR GORBUNOV;Atlantic City;131.04
ALEKSANDR GORBUNOV;Birmingham;1555.84
ALEKSANDR GORBUNOV;Columbus;1480.96
ALEKSANDR GORBUNOV;Daytona Beach;695.76
ALEKSANDR GORBUNOV;Galveston;304.72
ALEKSANDR GORBUNOV;Los Angeles;1657.76
ALEKSANDR GORBUNOV;Nashville;2757.04
ALEKSANDR GORBUNOV;Palm Springs;2006.16
ALEKSANDR GORBUNOV;Palm Springs;5481.84
ALEKSANDR GORBUNOV;Richmond;243.36
ALEKSANDR GORBUNOV;Rochester;686.40
ALEKSANDR GORBUNOV;Venice;922.48
ALEKSANDR GRIGOREV;Alamogordo;689.52
ALEKSANDR GRIGOREV;Albany;3360.24
ALEKSANDR GRIGOREV;Albany;3838.64
ALEKSANDR GRIGOREV;Charleston;2049.84
ALEKSANDR GRIGOREV;Chicago;385.84
ALEKSANDR GRIGOREV;Chicago;648.96
ALEKSANDR GRIGOREV;Chicago;772.72
ALEKSANDR GRIGOREV;Columbus;799.76
ALEKSANDR GRIGOREV;Galveston;5195.84
ALEKSANDR GRIGOREV;Los Angeles;918.32
ALEKSANDR GRIGOREV;Los Angeles;1008.80
ALEKSANDR GRIGOREV;Los Angeles;1947.92
ALEKSANDR GRIGOREV;Los Angeles;3401.84
ALEKSANDR GRIGOREV;Louisville;593.84
ALEKSANDR GRIGOREV;Louisville;690.56
ALEKSANDR GRIGOREV;Millville;537.68
ALEKSANDR GRIGOREV;Millville;1389.44
ALEKSANDR GRIGOREV;Newport;2276.56
ALEKSANDR GRIGOREV;Newport;5195.84
ALEKSANDR GRIGOREV;Orlando;796.64
ALEKSANDR GRIGOREV;Orlando;828.88
ALEKSANDR GRIGOREV;Palm Springs;1827.28
ALEKSANDR GRIGOREV;Palm Springs;5481.84
ALEKSANDR GRIGOREV;Richmond;243.36
ALEKSANDR GRIGOREV;Richmond;971.36
ALEKSANDR GRIGOREV;Rochester;686.40
ALEKSANDR GRIGOREV;Ruidoso;472.16
ALEKSANDR GRIGOREV;Tucson;385.84
ALEKSANDR GRIGOREV;Tucson;772.72
ALEKSANDR GRIGOREV;Tucson;973.44
ALEKSANDR GRIGOREV;Tucson;1174.16
ALEKSANDR GUSEV;Alamogordo;344.24
ALEKSANDR GUSEV;Birmingham;4412.72
ALEKSANDR GUSEV;Chicago;1259.44
ALEKSANDR GUSEV;Chicago;1948.96
ALEKSANDR GUSEV;Fargo;396.24
ALEKSANDR GUSEV;Fargo;443.04
ALEKSANDR GUSEV;Grand Junction;466.96
ALEKSANDR GUSEV;Houston;359.84
ALEKSANDR GUSEV;Los Angeles;1947.92
ALEKSANDR GUSEV;Los Angeles;2776.80
ALEKSANDR GUSEV;Louisville;690.56
ALEKSANDR GUSEV;Millville;1331.20
ALEKSANDR GUSEV;Millville;1681.68
ALEKSANDR GUSEV;Orlando;697.84
ALEKSANDR GUSEV;Palm Springs;3654.56
ALEKSANDR GUSEV;Palm Springs;5481.84
ALEKSANDR GUSEV;Richmond;971.36
ALEKSANDR GUSEV;Richmond;1259.44
ALEKSANDR GUSEV;Tucumcari;864.24
ALEKSANDR ILIN;Alamogordo;1032.72
ALEKSANDR ILIN;Albany;1475.76
ALEKSANDR ILIN;Alice;997.36
ALEKSANDR ILIN;Birmingham;2757.04
ALEKSANDR ILIN;Burlington;1775.28
ALEKSANDR ILIN;Charleston;2008.24
ALEKSANDR ILIN;Chicago;385.84
ALEKSANDR ILIN;Chicago;770.64
ALEKSANDR ILIN;Chicago;772.72
ALEKSANDR ILIN;Columbus;998.40
ALEKSANDR ILIN;Daytona Beach;853.84
ALEKSANDR ILIN;Los Angeles;1657.76
ALEKSANDR ILIN;Los Angeles;4434.56
ALEKSANDR ILIN;Miami;766.48
ALEKSANDR ILIN;Orlando;697.84
ALEKSANDR ILIN;Palm Springs;7401.68
ALEKSANDR ILIN;Richmond;498.16
ALEKSANDR ILIN;Richmond;729.04
ALEKSANDR ILIN;San Diego;121.68
ALEKSANDR ISAEV;Alamogordo;344.24
ALEKSANDR ISAEV;Alice;980.72
ALEKSANDR ISAEV;Atlanta;326.56
ALEKSANDR ISAEV;Atlanta;654.16
ALEKSANDR ISAEV;Burlington;888.16
ALEKSANDR ISAEV;Chicago;2214.16
ALEKSANDR ISAEV;Cincinnati;457.60
ALEKSANDR ISAEV;Daytona Beach;347.36
ALEKSANDR ISAEV;Little Rock;825.76
ALEKSANDR ISAEV;Los Angeles;2059.20
ALEKSANDR ISAEV;Los Angeles;2776.80
ALEKSANDR ISAEV;Los Angeles;4724.72
ALEKSANDR ISAEV;Millville;841.36
ALEKSANDR ISAEV;Millville;1612.00
ALEKSANDR ISAEV;Nashville;1355.12
ALEKSANDR ISAEV;Palm Springs;2214.16
ALEKSANDR ISAEV;Palm Springs;5481.84
ALEKSANDR ISAEV;Richmond;243.36
ALEKSANDR ISAEV;Tucson;973.44
ALEKSANDR ISAEV;Tucumcari;864.24
ALEKSANDR IVANOV;Alamogordo;344.24
ALEKSANDR IVANOV;Alamogordo;360.88
ALEKSANDR IVANOV;Alamogordo;687.44
ALEKSANDR IVANOV;Alamogordo;689.52
ALEKSANDR IVANOV;Alamogordo;706.16
ALEKSANDR IVANOV;Alamogordo;860.08
ALEKSANDR IVANOV;Alamogordo;1032.72
ALEKSANDR IVANOV;Albany;1475.76
ALEKSANDR IVANOV;Alice;689.52
ALEKSANDR IVANOV;Atlanta;326.56
ALEKSANDR IVANOV;Atlanta;343.20
ALEKSANDR IVANOV;Atlanta;654.16
ALEKSANDR IVANOV;Atlanta;669.76
ALEKSANDR IVANOV;Atlanta;1307.28
ALEKSANDR IVANOV;Birmingham;1093.04
ALEKSANDR IVANOV;Birmingham;1420.64
ALEKSANDR IVANOV;Birmingham;1659.84
ALEKSANDR IVANOV;Birmingham;1704.56
ALEKSANDR IVANOV;Birmingham;1944.80
ALEKSANDR IVANOV;Birmingham;3321.76
ALEKSANDR IVANOV;Birmingham;5363.28
ALEKSANDR IVANOV;Burlington;2663.44
ALEKSANDR IVANOV;Charleston;2008.24
ALEKSANDR IVANOV;Chicago;385.84
ALEKSANDR IVANOV;Chicago;772.72
ALEKSANDR IVANOV;Chicago;1157.52
ALEKSANDR IVANOV;Chicago;6503.12
ALEKSANDR IVANOV;Columbus;1996.80
ALEKSANDR IVANOV;Daytona Beach;347.36
ALEKSANDR IVANOV;Daytona Beach;1041.04
ALEKSANDR IVANOV;Fargo;198.64
ALEKSANDR IVANOV;Fargo;396.24
ALEKSANDR IVANOV;Fargo;463.84
ALEKSANDR IVANOV;Fargo;853.84
ALEKSANDR IVANOV;Fargo;1046.24
ALEKSANDR IVANOV;Fargo;2097.68
ALEKSANDR IVANOV;Grand Junction;466.96
ALEKSANDR IVANOV;Hillsboro;433.68
ALEKSANDR IVANOV;Hillsboro;1323.92
ALEKSANDR IVANOV;Houston;718.64
ALEKSANDR IVANOV;Jacksonville;460.72
ALEKSANDR IVANOV;Las Vegas;784.16
ALEKSANDR IVANOV;Little Rock;825.76
ALEKSANDR IVANOV;Los Angeles;414.96
ALEKSANDR IVANOV;Los Angeles;828.88
ALEKSANDR IVANOV;Los Angeles;918.32
ALEKSANDR IVANOV;Los Angeles;922.48
ALEKSANDR IVANOV;Los Angeles;1298.96
ALEKSANDR IVANOV;Los Angeles;1657.76
ALEKSANDR IVANOV;Los Angeles;3854.24
ALEKSANDR IVANOV;Louisville;593.84
ALEKSANDR IVANOV;Miami;1701.44
ALEKSANDR IVANOV;Millville;537.68
ALEKSANDR IVANOV;Millville;786.24
ALEKSANDR IVANOV;Millville;2160.08
ALEKSANDR IVANOV;Mojave;3958.24
ALEKSANDR IVANOV;Mojave;7915.44
ALEKSANDR IVANOV;New York;218.40
ALEKSANDR IVANOV;Orlando;1462.24
ALEKSANDR IVANOV;Palm Springs;2656.16
ALEKSANDR IVANOV;Palm Springs;4032.08
ALEKSANDR IVANOV;Palm Springs;5481.84
ALEKSANDR IVANOV;Palm Springs;9790.56
ALEKSANDR IVANOV;Richmond;243.36
ALEKSANDR IVANOV;Richmond;731.12
ALEKSANDR IVANOV;Rochester;720.72
ALEKSANDR IVANOV;Rochester;1372.80
ALEKSANDR IVANOV;Roswell;1001.52
ALEKSANDR IVANOV;San Bernardino;219.44
ALEKSANDR IVANOV;San Bernardino;461.76
ALEKSANDR IVANOV;San Bernardino;879.84
ALEKSANDR IVANOV;San Bernardino;1320.80
ALEKSANDR IVANOV;San Bernardino;1392.56
ALEKSANDR IVANOV;San Diego;121.68
ALEKSANDR IVANOV;Stratford;3438.24
ALEKSANDR IVANOV;Tampa;737.36
ALEKSANDR IVANOV;Tucson;385.84
ALEKSANDR IVANOV;Tucson;1355.12
ALEKSANDR IVANOV;Venice;398.32
ALEKSANDR IVANOV;Venice;1633.84
ALEKSANDR KARPOV;Albany;1244.88
ALEKSANDR KARPOV;Albany;1314.56
ALEKSANDR KARPOV;Albany;4623.84
ALEKSANDR KARPOV;Alice;2430.48
ALEKSANDR KARPOV;Atlanta;326.56
ALEKSANDR KARPOV;Atlantic City;255.84
ALEKSANDR KARPOV;Birmingham;2558.40
ALEKSANDR KARPOV;Charleston;3012.88
ALEKSANDR KARPOV;Columbus;1119.04
ALEKSANDR KARPOV;Columbus;4470.96
ALEKSANDR KARPOV;Daytona Beach;347.36
ALEKSANDR KARPOV;Houston;737.36
ALEKSANDR KARPOV;Los Angeles;828.88
ALEKSANDR KARPOV;Los Angeles;1119.04
ALEKSANDR KARPOV;Los Angeles;1699.36
ALEKSANDR KARPOV;Louisville;1188.72
ALEKSANDR KARPOV;Miami;1702.48
ALEKSANDR KARPOV;Orlando;1396.72
ALEKSANDR KARPOV;Palm Springs;3654.56
ALEKSANDR KARPOV;Palm Springs;6025.76
ALEKSANDR KARPOV;Richmond;3016.00
ALEKSANDR KARPOV;San Bernardino;879.84
ALEKSANDR KARPOV;San Bernardino;1760.72
ALEKSANDR KAZAKOV;Alamogordo;1032.72
ALEKSANDR KAZAKOV;Albany;107.12
ALEKSANDR KAZAKOV;Albany;1262.56
ALEKSANDR KAZAKOV;Atlanta;980.72
ALEKSANDR KAZAKOV;Chicago;770.64
ALEKSANDR KAZAKOV;Chicago;1157.52
ALEKSANDR KAZAKOV;Fargo;940.16
ALEKSANDR KAZAKOV;Fargo;1267.76
ALEKSANDR KAZAKOV;Fargo;1888.64
ALEKSANDR KAZAKOV;Galveston;304.72
ALEKSANDR KAZAKOV;Little Rock;412.88
ALEKSANDR KAZAKOV;Los Angeles;828.88
ALEKSANDR KAZAKOV;Los Angeles;2037.36
ALEKSANDR KAZAKOV;Los Angeles;4046.64
ALEKSANDR KAZAKOV;Mojave;1979.12
ALEKSANDR KAZAKOV;New York;208.00
ALEKSANDR KAZAKOV;Newport;6832.80
ALEKSANDR KAZAKOV;Richmond;243.36
ALEKSANDR KAZAKOV;Richmond;729.04
ALEKSANDR KAZAKOV;Rochester;686.40
ALEKSANDR KAZAKOV;Stratford;1717.04
ALEKSANDR KAZAKOV;Stratford;1760.72
ALEKSANDR KAZAKOV;Venice;398.32
ALEKSANDR KISELEV;Albany;1262.56
ALEKSANDR KISELEV;Albany;6946.16
ALEKSANDR KISELEV;Atlanta;654.16
ALEKSANDR KISELEV;Birmingham;1705.60
ALEKSANDR KISELEV;Chicago;385.84
ALEKSANDR KISELEV;Los Angeles;414.96
ALEKSANDR KISELEV;Los Angeles;828.88
ALEKSANDR KISELEV;Los Angeles;918.32
ALEKSANDR KISELEV;Miami;4170.40
ALEKSANDR KISELEV;Mojave;7915.44
ALEKSANDR KISELEV;Palm Springs;5851.04
ALEKSANDR KISELEV;Richmond;243.36
ALEKSANDR KISELEV;Richmond;485.68
ALEKSANDR KISELEV;Richmond;983.84
ALEKSANDR KISELEV;San Bernardino;439.92
ALEKSANDR KONOVALOV;Alamogordo;344.24
ALEKSANDR KONOVALOV;Albany;1475.76
ALEKSANDR KONOVALOV;Atlanta;163.28
ALEKSANDR KONOVALOV;Atlantic City;374.40
ALEKSANDR KONOVALOV;Birmingham;1293.76
ALEKSANDR KONOVALOV;Chicago;385.84
ALEKSANDR KONOVALOV;Columbus;3542.24
ALEKSANDR KONOVALOV;Daytona Beach;695.76
ALEKSANDR KONOVALOV;Fargo;735.28
ALEKSANDR KONOVALOV;Fargo;1392.56
ALEKSANDR KONOVALOV;Galveston;100.88
ALEKSANDR KONOVALOV;Galveston;203.84
ALEKSANDR KONOVALOV;Grand Junction;466.96
ALEKSANDR KONOVALOV;Grand Junction;721.76
ALEKSANDR KONOVALOV;Indianapolis;457.60
ALEKSANDR KONOVALOV;Jacksonville;1382.16
ALEKSANDR KONOVALOV;Los Angeles;1286.48
ALEKSANDR KONOVALOV;Los Angeles;2237.04
ALEKSANDR KONOVALOV;Miami;2297.36
ALEKSANDR KONOVALOV;Newport;1137.76
ALEKSANDR KONOVALOV;Palm Springs;1827.28
ALEKSANDR KONOVALOV;Palm Springs;5481.84
ALEKSANDR KONOVALOV;Richmond;243.36
ALEKSANDR KONOVALOV;Richmond;485.68
ALEKSANDR KONOVALOV;Richmond;729.04
ALEKSANDR KONOVALOV;Richmond;741.52
ALEKSANDR KONOVALOV;Rochester;686.40
ALEKSANDR KONOVALOV;San Diego;243.36
ALEKSANDR KONOVALOV;Tucson;586.56
ALEKSANDR KOROLEV;Albany;214.24
ALEKSANDR KOROLEV;Albany;1262.56
ALEKSANDR KOROLEV;Birmingham;4260.88
ALEKSANDR KOROLEV;Burlington;1777.36
ALEKSANDR KOROLEV;Charleston;2037.36
ALEKSANDR KOROLEV;Chicago;385.84
ALEKSANDR KOROLEV;Chicago;772.72
ALEKSANDR KOROLEV;Chicago;6254.56
ALEKSANDR KOROLEV;Las Vegas;1174.16
ALEKSANDR KOROLEV;Los Angeles;870.48
ALEKSANDR KOROLEV;Los Angeles;1947.92
ALEKSANDR KOROLEV;Louisville;593.84
ALEKSANDR KOROLEV;Mojave;1979.12
ALEKSANDR KOROLEV;Palm Springs;1827.28
ALEKSANDR KOROLEV;Palm Springs;2656.16
ALEKSANDR KOROLEV;Palm Springs;6254.56
ALEKSANDR KOROLEV;Richmond;499.20
ALEKSANDR KOROLEV;San Bernardino;879.84
ALEKSANDR KOROLEV;San Diego;243.36
ALEKSANDR KOROLEV;Tucson;586.56
ALEKSANDR KOROLEV;Venice;922.48
ALEKSANDR KOZLOV;Alamogordo;515.84
ALEKSANDR KOZLOV;Alamogordo;687.44
ALEKSANDR KOZLOV;Alamogordo;1032.72
ALEKSANDR KOZLOV;Alamogordo;1376.96
ALEKSANDR KOZLOV;Alice;2721.68
ALEKSANDR KOZLOV;Chicago;772.72
ALEKSANDR KOZLOV;Columbus;853.84
ALEKSANDR KOZLOV;Daytona Beach;347.36
ALEKSANDR KOZLOV;Las Vegas;388.96
ALEKSANDR KOZLOV;Las Vegas;778.96
ALEKSANDR KOZLOV;Little Rock;1258.40
ALEKSANDR KOZLOV;Los Angeles;1119.04
ALEKSANDR KOZLOV;Los Angeles;1657.76
ALEKSANDR KOZLOV;Miami;766.48
ALEKSANDR KOZLOV;Miami;3805.36
ALEKSANDR KOZLOV;Millville;1389.44
ALEKSANDR KOZLOV;Millville;2000.96
ALEKSANDR KOZLOV;Mojave;989.04
ALEKSANDR KOZLOV;Mojave;5937.36
ALEKSANDR KOZLOV;New York;426.40
ALEKSANDR KOZLOV;Orlando;1592.24
ALEKSANDR KOZLOV;Rochester;1372.80
ALEKSANDR KOZLOV;San Bernardino;1761.76
ALEKSANDR KOZLOV;Santa Monica;4028.96
ALEKSANDR KOZLOV;Santa Monica;8055.84
ALEKSANDR KOZLOV;Teterboro;335.92
ALEKSANDR KOZLOV;Tucson;385.84
ALEKSANDR KOZLOV;Tucson;981.76
ALEKSANDR KRASNOV;Alamogordo;1032.72
ALEKSANDR KRASNOV;Albany;2546.96
ALEKSANDR KRASNOV;Atlanta;326.56
ALEKSANDR KRASNOV;Atlanta;980.72
ALEKSANDR KRASNOV;Atlanta;1307.28
ALEKSANDR KRASNOV;Columbus;998.40
ALEKSANDR KRASNOV;Columbus;1427.92
ALEKSANDR KRASNOV;Fargo;198.64
ALEKSANDR KRASNOV;Fargo;593.84
ALEKSANDR KRASNOV;Galveston;201.76
ALEKSANDR KRASNOV;Houston;718.64
ALEKSANDR KRASNOV;Indianapolis;457.60
ALEKSANDR KRASNOV;Las Vegas;778.96
ALEKSANDR KRASNOV;Las Vegas;1182.48
ALEKSANDR KRASNOV;Los Angeles;828.88
ALEKSANDR KRASNOV;Los Angeles;1747.20
ALEKSANDR KRASNOV;Los Angeles;2510.56
ALEKSANDR KRASNOV;Los Angeles;2656.16
ALEKSANDR KRASNOV;Louisville;1116.96
ALEKSANDR KRASNOV;Mojave;1979.12
ALEKSANDR KRASNOV;Orlando;732.16
ALEKSANDR KUDRYASHOV;Atlantic City;124.80
ALEKSANDR KUDRYASHOV;Birmingham;1093.04
ALEKSANDR KUDRYASHOV;Birmingham;1122.16
ALEKSANDR KUDRYASHOV;Burlington;2663.44
ALEKSANDR KUDRYASHOV;Chicago;385.84
ALEKSANDR KUDRYASHOV;Chicago;1157.52
ALEKSANDR KUDRYASHOV;Columbus;635.44
ALEKSANDR KUDRYASHOV;Fargo;297.44
ALEKSANDR KUDRYASHOV;Galveston;100.88
ALEKSANDR KUDRYASHOV;Los Angeles;828.88
ALEKSANDR KUDRYASHOV;Los Angeles;1314.56
ALEKSANDR KUDRYASHOV;Los Angeles;1657.76
ALEKSANDR KUDRYASHOV;Miami;1733.68
ALEKSANDR KUDRYASHOV;Nashville;2793.44
ALEKSANDR KUDRYASHOV;Orlando;1462.24
ALEKSANDR KUDRYASHOV;Tampa;368.16
ALEKSANDR KUDRYASHOV;Tucson;385.84
ALEKSANDR KUDRYASHOV;Tucson;772.72
ALEKSANDR KUDRYASHOV;Tucson;781.04
ALEKSANDR KULIKOV;Alamogordo;687.44
ALEKSANDR KULIKOV;Alamogordo;704.08
ALEKSANDR KULIKOV;Chicago;385.84
ALEKSANDR KULIKOV;Chicago;2066.48
ALEKSANDR KULIKOV;Daytona Beach;863.20
ALEKSANDR KULIKOV;Fargo;396.24
ALEKSANDR KULIKOV;Galveston;100.88
ALEKSANDR KULIKOV;Galveston;406.64
ALEKSANDR KULIKOV;Houston;359.84
ALEKSANDR KULIKOV;Las Vegas;388.96
ALEKSANDR KULIKOV;Little Rock;412.88
ALEKSANDR KULIKOV;Los Angeles;918.32
ALEKSANDR KULIKOV;Los Angeles;1836.64
ALEKSANDR KULIKOV;Los Angeles;3147.04
ALEKSANDR KULIKOV;Louisville;1782.56
ALEKSANDR KULIKOV;Miami;1729.52
ALEKSANDR KULIKOV;Miami;2752.88
ALEKSANDR KULIKOV;Orlando;2159.04
ALEKSANDR KULIKOV;Palm Springs;3848.00
ALEKSANDR KULIKOV;Palm Springs;5859.36
ALEKSANDR KULIKOV;Palm Springs;9137.44
ALEKSANDR KULIKOV;Richmond;243.36
ALEKSANDR KULIKOV;Ruidoso;472.16
ALEKSANDR KULIKOV;San Bernardino;439.92
ALEKSANDR KULIKOV;Tucumcari;864.24
ALEKSANDR KULIKOV;Venice;1075.36
ALEKSANDR KUZMIN;Alamogordo;1032.72
ALEKSANDR KUZMIN;Birmingham;1705.60
ALEKSANDR KUZMIN;Charleston;2037.36
ALEKSANDR KUZMIN;Chicago;385.84
ALEKSANDR KUZMIN;Chicago;405.60
ALEKSANDR KUZMIN;Fargo;523.12
ALEKSANDR KUZMIN;Fargo;1051.44
ALEKSANDR KUZMIN;Galveston;2590.64
ALEKSANDR KUZMIN;Idaho Falls;614.64
ALEKSANDR KUZMIN;Jacksonville;460.72
ALEKSANDR KUZMIN;Los Angeles;3715.92
ALEKSANDR KUZMIN;Millville;1379.04
ALEKSANDR KUZMIN;New York;416.00
ALEKSANDR KUZMIN;Newport;2277.60
ALEKSANDR KUZMIN;Newport;2590.64
ALEKSANDR KUZMIN;Orlando;732.16
ALEKSANDR KUZMIN;Orlando;1394.64
